f1|accuracy|precision|recall|dataset
0.7480580448739592|0.749396221054127|0.7547885126503766|0.74938588248211|Validação Cruzada
0.7575309980598239|0.7586304872851257|0.7634282704845445|0.7586400691699604|Validação Cruzada
0.7508755049851372|0.7529478619122034|0.7616267922846232|0.7529349198506807|Validação Cruzada
0.7609060106518044|0.7616138656059099|0.7647652234414135|0.7616216109302747|Validação Cruzada
0.7749367428336401|0.7749680352322773|0.7751175396851424|0.7749663757136582|Validação Cruzada
0.7671512484801|0.7671544253445092|0.767170106872354|0.7671549655764809|Validação Cruzada
0.7519656946759601|0.7545105838897571|0.7653720478711404|0.754496208891989|Validação Cruzada
0.7485534819915574|0.7512430743003268|0.7624417842900062|0.7512283964969386|Validação Cruzada
0.7593703535823781|0.7594487070190395|0.7597870728065907|0.7594487070190394|Validação Cruzada
0.728766803497792|0.7331628303495311|0.7493267372131449|0.7331628303495311|Validação Cruzada
0.6735378770010991|0.7129563984402694|0.6783411909985475|0.7548711521315643|Teste
0.7279861760702797|0.7939560439560439|0.7135939694150436|0.7546867521757434|Teste
0.6660045486642758|0.7033853243530663|0.6748375211127164|0.751477360583549|Teste
0.7249523070456235|0.7872208436724566|0.7097766379278985|0.7584535054399588|Teste
0.7153041134551859|0.771269053527118|0.7012763801077158|0.761652652590163|Teste
0.7082971149802493|0.7617866004962779|0.6960015453444174|0.7601926595371753|Teste
0.7424036103019664|0.8146047500886211|0.7329995909472762|0.754643693505504|Teste
0.7420005585564297|0.8138071605813542|0.7321790524643645|0.7549985673788155|Teste
0.7175047310040801|0.7768521800779865|0.7027991815767707|0.7575803268297134|Teste
0.6406241275053239|0.6713045019496633|0.6644634176610222|0.7392810322555861|Teste
