f1|accuracy|precision|recall|dataset
0.8103311784059272|0.8104098566758864|0.8109373297969089|0.8104150291391385|Validação Cruzada
0.8076439040813327|0.8076439527281871|0.8076445970613986|0.8076441302414791|Validação Cruzada
0.8098804121833882|0.8099069650490319|0.810073583554531|0.8099040446803496|Validação Cruzada
0.8076058060404874|0.8076439527281871|0.8078802809985797|0.807640463191416|Validação Cruzada
0.817623529437072|0.8176559356136821|0.8178818712517424|0.8176559356136821|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4385276822275494|0.7797766749379652|0.6399131359687998|0.5001443826042972|Teste
