f1|accuracy|precision|recall|dataset
0.7555798185686408|0.7555946693487553|0.7556528859390439|0.7555927571461953|Validação Cruzada
0.7688876312307431|0.7689212974603973|0.7690718281646489|0.768918311275395|Validação Cruzada
0.7663728067610016|0.7664068393261252|0.7665684830633284|0.7664099225822507|Validação Cruzada
0.7548402699075809|0.7548403319084738|0.7548403820815198|0.7548402531832523|Validação Cruzada
0.77462941125861|0.7746478873239436|0.7747379803019503|0.7746478873239436|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
