f1|accuracy|precision|recall|dataset
0.7505247273163252|0.7505657530802112|0.7507371921406663|0.7505690250097872|Validação Cruzada
0.7381892239788809|0.7382449082222781|0.7384549865720338|0.7382486219478763|Validação Cruzada
0.749797178474533|0.7498114156399296|0.7498645422438482|0.7498095662967246|Validação Cruzada
0.7479880550650875|0.7480512949459391|0.7482926293331065|0.7480473590664145|Validação Cruzada
0.7534789602244026|0.7535211267605634|0.7536947010209043|0.7535211267605634|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
