f1|accuracy|precision|recall|dataset
0.8015107064319662|0.8018606990193613|0.8040285007218403|0.8018713082921864|Validação Cruzada
0.7943422111568978|0.7945687704299723|0.7958908960477329|0.7945771663667273|Validação Cruzada
0.7949831330392323|0.7958259994971084|0.8007360847357484|0.7958099274379308|Validação Cruzada
0.7945519360985702|0.7945687704299723|0.7946604392957829|0.7945665445665446|Validação Cruzada
0.7966965241950155|0.7980382293762576|0.8061191871230815|0.7980382293762576|Validação Cruzada
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
