f1|accuracy|precision|recall|dataset
0.7378308017624133|0.8069339831634914|0.7254615897819254|0.7564375410117201|Validação Cruzada
0.7282785877621138|0.7987149662124737|0.7158241592182366|0.7479233610947166|Validação Cruzada
0.7312804692464185|0.8023706657804365|0.7194079309279604|0.749109803014707|Validação Cruzada
0.728545785096754|0.7991580813116207|0.7161619273439525|0.7479522325028449|Validação Cruzada
0.7323131320362626|0.7999335327351279|0.7186835359298769|0.7551270829980594|Validação Cruzada
0.7373225928912921|0.8063629918468628|0.7248234157566984|0.7562893670695614|Teste
0.7384602890258534|0.8072492024104927|0.7259238352842659|0.7574351438783857|Teste
0.7385952079721649|0.8075150655795817|0.7261546816022497|0.7573168525872818|Teste
0.737271243172571|0.8059198865650479|0.7245318309613216|0.7568715394995269|Teste
0.7381318402409951|0.8069833392414038|0.7255999001305069|0.7571202873565979|Teste
