f1|accuracy|precision|recall|dataset
0.8779159364389261|0.8779656201164938|0.8785818951736682|0.8779656201164938|Validação Cruzada
0.8759141818949292|0.875976701235971|0.8767359591196066|0.8759767012359709|Validação Cruzada
0.8819764361746989|0.8820855235118625|0.8835033882861629|0.8820855235118625|Validação Cruzada
0.884337628988505|0.8844924344675712|0.8865553237806199|0.8844898400463685|Validação Cruzada
0.8829601308686099|0.8831427150671308|0.8855557467186694|0.8831455253099879|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
