f1|accuracy|precision|recall|dataset
0.7492167818042668|0.7500628614533568|0.7535134878760377|0.7500775138513333|Validação Cruzada
0.754262721808205|0.755091777721901|0.7586114999461613|0.7551064304378305|Validação Cruzada
0.7316025773086021|0.7324616545134524|0.7354485400124804|0.7324474751980965|Validação Cruzada
0.7413726869432773|0.7422680412371134|0.7456403332640957|0.7422532935167567|Validação Cruzada
0.7570996815559169|0.7577967806841046|0.7607905497501135|0.7577967806841046|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
