f1|accuracy|precision|recall|dataset
0.757607055552261|0.7581091274830274|0.7602890959122104|0.7581206191396747|Validação Cruzada
0.7635059905725787|0.7636409353784259|0.7642564838839527|0.7636469900347282|Validação Cruzada
0.7531999134380009|0.7543374402816193|0.7590792172720766|0.7543204172243112|Validação Cruzada
0.7449608410418529|0.745536836811667|0.747751237686929|0.7455249344230288|Validação Cruzada
0.7688438776619706|0.7693661971830986|0.7718230385226519|0.7693661971830986|Validação Cruzada
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.18047788510421964|0.22022332506203474|0.11011166253101737|0.5|Teste
