f1|accuracy|precision|recall|dataset
0.8058784194928608|0.8058838320341967|0.8059209544549748|0.8058852107112257|Validação Cruzada
0.8043751447852525|0.8043751571536334|0.8043754251883474|0.8043752712352548|Validação Cruzada
0.8098922410849643|0.8099069650490319|0.809998097619444|0.8099048033803626|Validação Cruzada
0.8018077567949617|0.8018606990193613|0.8021745470600805|0.8018566400919342|Validação Cruzada
0.8173707393427418|0.8174044265593562|0.8176387891506898|0.8174044265593561|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
