f1|accuracy|precision|recall|dataset
0.8063141183762792|0.806386723661051|0.8068577345302557|0.8063916429699363|Validação Cruzada
0.8028636778858069|0.8028664822730701|0.8028858653701214|0.8028674814093206|Validação Cruzada
0.8063777994157741|0.806386723661051|0.8064394715474916|0.8063850675698232|Validação Cruzada
0.801330060350366|0.801357807392507|0.8015197483786567|0.801354886483304|Validação Cruzada
0.8143833120787028|0.8143863179074446|0.8144066835902232|0.8143863179074446|Validação Cruzada
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
0.4381317532241199|0.7797766749379652|0.3898883374689826|0.5|Teste
