f1|accuracy|precision|recall|dataset
0.7699790621460947|0.8601019051838724|0.8197689243629012|0.7421995502897702|Validação Cruzada
0.7586404569197782|0.8552121413537166|0.8144841510476246|0.7296926574420181|Validação Cruzada
0.7652795798971865|0.8568738229755178|0.8126625334806795|0.7385779372927435|Validação Cruzada
0.763507720827036|0.8554336989032901|0.809235629492761|0.7374740344324793|Validação Cruzada
0.7640787799351838|0.8567630442007311|0.8136906406837081|0.7367021421039377|Validação Cruzada
0.7614450864396111|0.8568769939737682|0.8175220069530791|0.7322258131125656|Teste
0.7599547849340679|0.8559021623537753|0.8154068820874102|0.7310232116645777|Teste
0.7646152302988344|0.858383551931939|0.8196195764877516|0.7355019536471015|Teste
0.7656422590205686|0.8582949308755761|0.8178797034118419|0.7373221028638017|Teste
0.7625510188209554|0.8566111308046792|0.8149841857027591|0.7343654608638306|Teste
